Input,Output
cjrafung,curafung
allitoceg,allitocet
ammlocad,amlocad
cloopitec,clopitec
cefuic,cefutic
brecwf,brecef
allitocob,allitocob
acecl,aceclo
cutset,cufset
azaure,azqure
amoxygod,amoxygod
ethacridine,ethacridine
cuclez,ciclez
aelinac,aelonac
clahson,clayson
adiurettin,adiuretin
besgpime,bestpime
azixis,azixis
coraoan,coralan
benadl,bendal
cclopam,clopam
cuelin,curelin
amitih,amitin
vobafast,cobafast
arniaax,arniwax
cdiloc,cidloc
beecort,becort
ceassall,ceaseall
bactrobaan,bactroban
fefurovil,cefurovil
qzidime,azidime
avillnac,avilonac
wrbazeal,arbazeal
apark,alark
clniclear,clinclear
aeipant,aripant
amknit,amonit
centagseic,centagesic
atcip,arcip
angixet,angiset
curecij,curecin
acelogen,acelofen
colipzx,colipax
cifuric,ciduric
caxicjm,caxicum
lozox,dolozox
cefib,cefin
cefugraab,cefugrab
amirooss,amiross
lconace,clonace
ceen,ceten
aziishot,azishot
aloaxor,alkaxor
aeldllo,aeldolo
alfufasg,alfufast
blutra,blitra
cfeigen,cefigen
cortecycline,cortecycline
ctuel,cutel
chymonexg,chymonext
atornetrra,atornetra
cetrimafk,cetrimark
critioime,critipime
abturni,abturbi
aclsr,aclar
cycrma,cycram
cooess,coless
bisflow,bisflow
azulxi,azulix
kctenidine,octenidine
zlip,alip
daktacoort,daktacort
aazinist,azinist
betaf,betar
cypjyo,cypjoy
betxam,betcam
azigran,azigram
augclzv,augclav
cefactij,cefactin
cabberlin,caberlin
lbys,albys
amana,amanza
aztrrohigh,aztrohigh
nemol,bemol
biclox,briclox
allrkast,allekast
aluvia,aluvia
avionva,avinova
cofdnil,coffnil
avoori,avori
cetrided,cetrifed
fabovin,cabovin
efura,cefura
mehtylcobalamin,methylcobalamin
rifaxiimin,rifaximin
wroxy,aroxy
alfakir,alfakit
anixdep,anxidep
zrloc,arloc
azirrite,azirite
cjticob,cuticob
ceefaro,cefaro
alumcix,alumcid
zmicon,amicon
altido,altidor
alicatron,alicatron
ecfomol,cefomol
aqsue,asque
convictuz,convictus
czrvadil,carvadil
coffinl,coffnil
boanpet,bonapet
dfas,dfax
akucdf,akucef
acitla,avitla
amodiauine,amodiaquine
sgroclav,agroclav
crilite,curilite
capixet,capicet
cortunom,cortinom
bruace,bruace
amnurng,amnuring
appavixc,appavisc
varvadil,carvadil
abisa,abisave
claiglan,clariglan
dijofirst,dinofirst
cefmadk,cefmask
cefinwx,cefinex
biovom,biovon
bdntoril,bentoril
mvert,camvert
cerros,cetros
cenfox,cefnox
amxoichem,amoxichem
vortiflam,cortiflam
osameg,cosameg
clampva,clamova
prooaracaine,proparacaine
avpan,avipan
bpisnac,blisnac
aziez,azinez
congitine,cognitine
zlben,alben
qdoxi,adoxi
cozp,cozep
aoxim,amoxim
arixlo,ariclo
ccarvidex,carvidex
ceftsis,ceftasis
bojmax,bonmax
asskxime,assixime
banohist,banohist
ycpotec,cypotec
acfox,acefox
albengel,albengel
acreefen,acerefen
xytrus,cytrus
akertin,alertin
bgzoll,bgzol
amcryla,amcrylate
erlotnib,erlotinib
serratiopepyidase,serratiopeptidase
appejor,appemor
dorsub,dorsun
coxtjn,coxtin
cmbizen,cambizen
cermol,cefmol
coetem,cortem
benllar,benlar
coolfrehs,coolfresh
celvee,celfee
adglun,adglin
calccisome,calcisome
aknivefi,aknicefi
caosalm,calsalm
cepostar,cefpostar
baswglar,basaglar
irox,acirox
coolate,colate
aegflox,ageflox
aquashie,aquashine
diprojab,ciprojab
atlicip,alticip
carpigtel,carpigrel
predniaolone,prednisolone
clmoeva,clomeva
clozit,clozith
ducati,ducati
ytron,cytron
curefix,curefix
amineg,amineg
zzcal,azcal
cartiquon,cartiquin
nobliss,anobliss
crflen,ceflen
aletite,apetite
cosabem,cosaben
clostriine,clostrine
ambrjcan,ambrican
cefogguard,cefoguard
cebd,cebe
chophs,chophos
cipploxine,ciploxine
asclb,asclob
azihhealth,azihealth
avodip,avocip
cevih,cevin
nestolee,bestolee
akderos,alderos
ansaf,ansac
bronchodon,bronchodin
dousate,docusate
bancl,banco
aniiter,aniter
besibsct,besibact
alroflox,alproflox
xobarik,cobarik
ceilgon,celigon
azizal,azizap
cofituss,corituss
biocollaz,biocollaz
aerig,aedig
clomod,clomid
amisloor,amislor
veenandro,beenandro
birtab,bitrab
allminth,alminth
cycpopam,cyclopam
amlotr,amlotri
dokstal,domstal
cviliin,cvilin
dyrwde,dyrade
ceezo,ceezole
axnetor,acnetor
bwzalip,bezalip
apkcold,apicold
bilroxy,bileoxy
broadyek,broadtek
auroopent,auropent
bestna,bestnac
aamypred,amypred
delixime,celixime
ecfaxer,cefaxer
ceririte,cetirite
benxex,bendex
dronac,dornac
cevipod,cefipod
adlecgp,adlecyp
clwvom,clavom
chroket,chromet
cadlace,cadpace
szform,azform
anolov,anoliv
cloimc,clomic
cinarik,cinarik
axifhr,axifur
caprostaf,caprostat
andeecrf,andeecef
alcastt,alcast
nelfinaivr,nelfinavir
bazool,bazol
abec,abeclo
azigmac,azitmac
tinaeptine,tianeptine
betafofd,betaford
adpen,aspen
xeftazen,ceftazen
zlpafen,alpafen
uarlip,aurlip
cefizbet,cefixbet
clorzl,cloral
coxiirid,coxirid
alfutav,alfutag
arcox,atcox
csfodime,cefodime
difbax,cifbax
mmethylcobalamin,methylcobalamin
cefnig,cefing
candiivolt,candivolt
acbaza,cabaza
benot,benpot
aryelube,artelube
sngiwell,angiwell
ceefikab,cefikab
arcenzc,arcenac
canpat,capnat
bbrutaflam,brutaflam
bacldsta,baclesta
azidor,azidor
candiyyl,candigyl
bsvacizab,bevacizab
altra,altrab
benwil,beniwil
eclexin,celexin
bucon,bucon
dhymex,chymex
btisflox,brisflox
alkafadt,alkafast
bbaxidep,baxidep
abozil,arbozil
aloen,allen
azottrex,azotrex
attelube,artelube
cyoxor,cypoxor
clobdt,clobet
bejtel,bentel
cilnicaix,cilnicaid
cartiglar,cartiglad
tipkracil,tipiracil
ceftrilove,ceftrilive
adeenalin,adrenalin
cecihexa,cefihexa
ajtkast,autkast
barijzk,barijak
ceppkem,cepokem
wldro,aldro
amrevvo,amrevo
oolcid,coolcid
flovecort,clovecort
amodic,amodix
aelevp,aelevo
articerng,articering
aztruvib,aztrivib
atitpne,atitone
cefico,cefico
biprkcid,biprocid
ceteec,cetec
becallermin,becaplermin
acerih,acerich
clotres,clotrex
syet,alsyet
neforab,beforab
asthatuf,asthatif
zaimid,azimid
alpraasnt,alprasant
zdnet,adnet
corciol,corcool
feringuard,ceringuard
ccurazip,curazip
aadnohep,adnohep
ctiifest,citifest
cefiroje,cefirone
cadacce,cadace
cerma,derma
blexons,blexone
combworm,combiworm
colddked,coldked
bonifr,bonifer
alclosd,alcloxd
ipclav,clipclav
artrodac,arthrodac
casfngen,casfungen
amissulnix,amisulnix
logold,amlogold
eiclogin,diclogin
tyclear,antyclear
ajbodex,ambodex
ecfrocef,cefrocef
dutasteridee,dutasteride
amiblor,ambilor
acetaakk,acetaak
ycclopride,cyclopride
avisgal,avistal
cpeonate,ceponate
ssphyllin,asphyllin
coliminr,colimine
clofazimnie,clofazimine
alovall,aloval
berslin,breslin
cmey,cmet
buobeta,biobeta
biiprocid,biprocid
nitazxoanide,nitazoxanide
cyclogaan,cyclogan
oxionazole,oxiconazole
aeriside,aeroside
betalaf,betalfa
canddicute,candicute
cfmits,cefmits
ctyozole,cytozole
smiben,amiben
blleomycin,bleomycin
alktee,alltee
cefyose,ceftose
asthnaik,asthanik
cordaone,cordarone
closal,closalve
bioyrac,biotrac
bentor,benitor
qzymed,azymed
aydon,audon
bbolicort,bolicort
cymodin,cymosin
wldrofos,aldrofos
anwcan,anacan
aned,anex
cilnetl,cilneto
cilhisure,cilnisure
asauag,assuag
amoxyxlark,amoxyclark
clanumox,clanimox
abrpzac,abrozac
alby,alby
tecoplanin,teicoplanin
amolclafe,amolclave
cycloxiva,cyclodiva
xefrobact,cefrobact
lapenam,alpenam
chymosal,chymowal
deftrica,ceftrica
aerohet,aerothet
cotisam,citisam
wnquil,anquil
adinox,adimox
cutocet,cuticet
clonsafit,clonzafit
oxyphenbjtazone,oxyphenbutazone
avrop,avtop
bentovaa,bentova
citlnap,citonap
conicrot,conidrot
actiraax,actirax
beil,benil
beistol,bristol
cetros,cetrose
bkjum,bojum
deeoxy,deroxy
amlowil,amlosil
caditraz,caditraz
azolw,azola
cefuggem,cefugem
alpgiram,alpviram
zone,dizone
ceofperazone,cefoperazone
zzithrot,azithrot
alegoo,alego
akkepin,alkepin
ckpril,cipril
conlflox,conoflox
acinmef,aconmef
adozone,adizone
axudol,acudol
citagro,citafro
acmozia,acmoxia
cefp,cefpil
caprz,capra
amlotar,amlofar
alicerr,alicere
pitotenone,pitofenone
bory,body
cypoctiy,cypocity
aezcare,azecare
exid,chexid
canndiloss,candiloss
alcown,aclown
azbiliss,azibliss
foso,coso
ceafctam,cefactam
amirkx,amirox
azolbet,azolbest
cozig,cozit
cremwtab,crematab
benzaryx,benzaryd
ambciort,ambicort
alay,alday
cefsporw,cefspore
adeof,adeof
fenofibrats,fenofibrate
crotina,cortina
alphac,alphacin
qdoxin,adoxin
admox,admox
apoevrt,apovert
vhlormoycetin,chlormoycetin
aceoec,acepec
clavvugyl,clavugyl
lamotritine,lamotrigine
biosline,bisoline
cloopinol,clopinol
cefeeprime,cefeprime
adriplus,adriplus
clezrworm,clearworm
cericod,ceficod
bgmojt,bgmont
ypol,cypol
cefdre,cefdre
apixator,apixator
ambox,ambrox
abokor,abokof
banohhist,banohist
ammloride,amloride
atnecec,atnecef
doxgwell,doxywell
apresh,apfresh
ajdroanagen,androanagen
argalam,aryalam
atorsak,atorsam
azifez,azitez
cerina,cetrina
chtron,cytron
gimed,angimed
bezart,besart
ccefomarc,cefomarc
cltrinem,clotrinem
jethimazole,methimazole
antapp,antap
cefwet,cefset
auflox,akuflox
attorford,atorford
aspid,aspidol
cifliser,citliser
clindarec,clindatec
annoxw,annoxe
canfocef,cantocef
cifbact,citbact
bzicab,baicab
cegus,cetus
efexon,cefexon
fodiclo,codiclo
corgadd,corgard
alicold,apicold
besfrox,besfurox
cyymozer,chymozer
borlmet,boromet
clanimos,clanimox
barkstatin,barostatin
vrestozol,brestozol
amxim,amoxim
aeifril,arifril
almectij,almectin
asbets,asbetos
coldover,coldover
qmlofar,amlofar
cheemoflam,chemoflam
corotheer,corother
aztodrom,astodrom
xlomeva,clomeva
axcpet,axcept
conmi,conim
brodcast,brodfast
azifl,aziflex
atochi,atochi
hydroxychloroqujne,hydroxychloroquine
aemebee,ameebee
biodsbol,biodebol
steset,ateset
lcariwin,clariwin
anxuol,anxiol
binflix,binflox
scezo,acezo
amicpox,amiclox
genodik,benodik
pruliflxacin,prulifloxacin
coniver,ciniver
ceverpod,ceverpod
clisone,closone
adosi,arosi
benalgos,benalgis
cgbfad,cgbrad
beodryl,becodryl
amigsl,amigal
aindulan,anidulan
aziotensin,aziltensin
betamar,betamart
clovonox,clovomox
betavewt,betavest
curevix,curefix
cuufvay,cufvay
baclovast,baclofast
bfron,bdron
ccbesg,ccbest
cervax,cervas
faro,cefaro
aabigest,abigest
zest,azest
baxodep,baxidep
akjpod,akupod
amwce,amace
danaol,danzol
catriblis,cartiblis
artyfat,artyfar
coldweell,coldwell
blsidic,blisdic
cefeedeal,cefedeal
cobetasone,clobetasone
lbact,colbact
clslan,coslan
erdosteine,erdosteine
almqx,almax
cofllite,coflite
acicrzl,acicral
bituegsic,bitugesic
midodtine,midodrine
biladdrive,biladrive
cobqliv,cobaliv
acefn,acefen
chzi,cuzi
aposa,aposart
acelonete,acelonette
cdtemed,cetemed
amqlcap,amalcap
cefudiix,cefudix
asilid,asilid
amflu,amuflu
azziresp,aziresp
atenoccit,atenocit
akcob,alcob
stanozolkl,stanozolol
fomtus,comtus
cobanuron,cobaneuron
aazilig,azilig
cktizol,citizol
asigro,azigro
aufgcef,auffcef
bbiof,biof
bezolud,bezolid
tinolone,tibolone
domqays,domways
ebten,beten
clonazna,clonanza
azz,azzu
febact,cebact
citipirde,citipride
vyproterone,cyproterone
cyprofac,cyprovac
vancomycih,vancomycin
bretan,beetan
cetasox,cetazox
azolew,azolea
amloosalt,amlosalt
attoab,atotab
brocuz,brocus
taril,atril
triprolidone,triprolidine
bacstok,bacstol
iprovin,ciprovin
azicolr,azicold
astocib,astoxib
adveme,advene
benidjn,benidin
aritar,aritra
aroiast,arokast
atpride,atoride
cognitrad,cognitrac
anhits,anhist
colstkm,colstim
cefdunir,cefdinir
aziicel,azicel
caer,acer
biosspor,biospor
bemmet,bemet
cosilcoz,cosicloz
cobamel,cobamel
cobar,cobard
aziiliz,aziliz
anneed,aneed
bitlozin,biflozin
alinfc,alinfec
ariiz,aripiz
acoxiim,acoxim
aclofe,aclofen
amfix,camfix
asvboolin,asvbolin
balag,balagin
crtypan,cortypan
aefocef,aerocef
ciportage,ciprotage
craeol,cradol
ceftichk,ceftichek
avmnot,avmont
adccam,adcam
cibi,cibis
awcedase,aacedase
cacdy,caddy
alprpnit,alpronit
azop,azop
cohstimilk,constimilk
cereion,cerebion
cetvib,cefvib
bioim,biosim
brezone,brezone
anaquuin,anaquin
cegixent,cefixent
aonvate,anovate
appyclv,appyclav
avoint,avonit
agitrazol,agitrazole
abiprsss,abipress
corsbrad,corabrad
wlenev,alenev
bufris,bufrix
cefaastar,cefastar
dueapain,durapain
aezid,aezid
cilicet,colicet
appitonne,appitone
codoric,codoric
centrik,centrim
solifenaacin,solifenacin
awnatwx,awnatax
dozyfine,doxyfine
qzicron,azicron
ambrotec,ambrotec
cevriprime,cerviprime
acebnzte,acebnate
axonatee,axonate
cooflite,coflite
canozigh,canozith
aurixle,auricle
adacl,adacel
agaed,agard
amislan,amislan
gainal,aginal
acebuurg,aceburg
brispamm,brispam
amoxies,amoxise
clamgesic,calmgesic
augod,augodar
capricrt,capricort
cufkeso,cufkeeo
ciptoz,cipotoz
pemvrolizumab,pembrolizumab
betafron,betaferon
hactowal,bactowal
brimda,brinda
ceftodec,ceftodec
cktyx,cotyx
cysmid,cysmide
amissta,amista
bypoddox,bypodox
clorquok,clorquik
dlocin,clocin
cefzjset,cefziset
cyclpn,cyclon
fenpiverunium,fenpiverinium
capoen,capoten
daiga,daxiga
lqctulose,lactulose
cefighr,cefight
cymosjn,cymosin
clavyfst,clavyfast
avilod,avipod
caudiiz,caudiz
clofel,clogel
cepocirst,cepofirst
atox,atix
apkride,apiride
hoom,boom
cajdiwel,candiwel
abocef,anocef
azodiva,azidiva
altkreb,altireb
brono,bronco
clovif,clobif
dortifort,cortifort
axigli,axiglim
voonxon,boonxon
axicare,azicare
clovegen,clobegen
aazinkya,azinkya
daktqrin,daktarin
cnem,canem
cirfo,cifro
cefdtate,cefdrate
abataceot,abatacept
blisukide,blisulide
akciy,akcit
afloxin,aflocin
emfloquine,mefloquine
arbsther,arbether
xalmtech,calmtech
cetsze,ceteze
azathos,azathis
drzo,dezo
dicloglam,dicloflam
baximin,baximib
corcold,cofcold
cipromud,cipromid
azthhris,azthris
breemax,breemax
amikaniv,amikanic
cfetos,ceftos
coonaric,clonaric
azomo,azomol
azopr,azopar
cosoodril,cosodril
behprazole,benprazole
aloxnit,alonxit
brof,brofel
ariflos,ariflox
ariimox,arimox
citrqlka,citralka
bronac,bronac
cinoft,cinort
azikia,azikia
coehhmg,coehmg
azeet,azeeta
aiwab,aziwab
amikaciz,amikacis
ceforoc,ceforox
aakin,aamin
cofork,coform
cyoprist,cyporist
allikq,allika
benfizle,benfizole
coganc,cognac
nlupiflox,blupiflox
aqauxime,aquaxime
acethrommb,acethromb
bencprt,bencort
arxib,aroxib
atopool,atopol
rcedzolic,credzolic
adixume,adixime
azilig,azilig
sakapan,askapan
bioflu,bioflu
closas,closax
azife,azire
tiolone,tibolone
aalzigo,alzigo
clqvgrey,clavgrey
betanuro,betanuron
amaclwv,amaclav
arieom,aridom
baxrl,baxril
zact,azact
camtl,camtil
awueous,aqueous
dolodide,doloride
acebonil,acebronil
ciclohalw,ciclohale
clipino,clopino
acsparavin,aceparavin
acioom,aciom
alscort,alecort
qzyter,azyter
apsyugg,apsyug
ajjicold,ajicold
citbadt,citbact
acreceg,acrecet
acddence,acedence
bxamol,baxmol
dehydroepiandrosterrone,dehydroepiandrosterone
acgran,acgran
akupsr,akupar
combantein,combantrin
cedriya,cefriya
ambbrodil,ambrodil
apurln,apuron
brwnam,brenam
cstrikaa,cetrikaa
cycoline,cycoline
briligog,brilivog
certimeg,cetrimeg
abzipred,anzipred
burnoselt,burnosept
bgcet,bycet
appecyp,apecyp
achhaz,achhazi
dextrothyrkxine,dextrothyroxine
constimmilk,constimilk
wcgates,acgates
vitivin,citivin
attazis,atazis
merpenem,meropenem
cafefex,carefex
zbijem,abijem
clamcheo,clamchek
alsstin,alastin
dronade,cronade
cgoxx,cgox
nalzam,balzam
chperin,cyperin
afdovir,adfovir
ctcip,actcip
accth,acth
ammipar,amipar
azostar,azostat
clopitdc,clopitec
arizennp,arizenno
aripnemm,aripnem
akeos,akeso
antdn,anten
wvemome,avemome
zinc,zinc
bozetwn,bozetan
cefipaan,cefipan
cavom,clavom
artenlue,arteblue
btustan,brustan
betaerx,betarex
argiluf,artiluf
anticahol,anticanol
actiglipt,actiglipt
cikicad,cilicad
azispev,azispec
bacyob,bactob
cefkking,cefking
aceclokop,aceclokop
sxitan,axitan
beuse,beude
ocnivas,conivas
amislo,amislor
bledwc,bledec
ckopixol,clopixol
acery,avery
awpicef,aspicef
ardelarin,ardeparin
cllminova,clominova
bacleta,baclesta
ckrbis,corbis
alpoddox,alpodox
catehep,carehep
azioh,azioh
atopod,altopod
canagliflozin,canagliflozin
bocnillin,boncillin
artseef,artesef
huoscyamine,hyoscyamine
antizes,antized
abtelif,abrelif
varebiotic,carebiotic
cinitice,cinitide
camraz,carmaz
cipacin,cipacin
criticold,criticold
coder,coderm
biozbid,biozobid
ceferx,ceferox
celeppra,celepra
cortyspax,cortyspas
cofhimm,cofhim
clraian,clarian
bradibita,bradinita
admon,admon
cizorise,cizoride
adidaes,adidase
caebosil,carbosil
skupod,akupod
dnsert,cnsert
bignuyl,bigunyl
ciwordd,ciword
bioizm,biozim
ceorazo,ceprazo
cojpain,compain
dhillpol,chillpol
abppent,abpent
abiconn,abicon
curolol,curilol
cvrin,civrin
dolociide,dolocide
amiisil,amiksil
cizoeep,cizodep
fludrocortiwone,fludrocortisone
canoson,canison
cipor,ciptor
cefnuus,cefnus
dicloein,diclowin
vlopinox,clopinox
caprisone,caprizone
bifglur,bigflur
axalin,axalin
chlprocresol,chlorocresol
qrtispar,artispar
beastamine,betastamine
amlsafe,amlosafe
voryl,coryl
cwtrigine,cetrigine
dropizin,dropizin
aztrdo,aztreo
clibate,clobate
aderit,acerit
bdxamika,bexamika
apzort,alzort
argost,argostar
alacforte,alacforte
azopill,azopil
ceffi,cefi
cibron,cinron
biskron,bisoron
citindrz,citinerz
coldkkey,coldkey
akclear,amclear
arilm,arilam
laiveon,aliveon
alcecoet,alcecost
biilestar,bilestar
alenpan,alenpan
alpro,alproz
alccros,alcros
endoxifdn,endoxifen
coldifdn,coldifen
wvomik,avomik
brflam,broflam
ceftriaasafe,ceftriasafe
azidls,azidos
xrizox,crizox
asvcpn,asvcon
acrarit,actarit
policosznol,policosanol
zaiclean,aziclean
azith,azithox
azecne,azecne
cpitid,ciptid
bonitac,binitac
coguperinn,coguperin
carov,cariv
alfanag,alfanage
rtetoss,artetoss
beemox,beemox
bulast,bilast
arjpant,aripant
doenac,dornac
beftee,befree
lcotik,clotik
axaplast,azaplast
cicirin,cifirin
zaltprofen,zaltoprofen
atlder,atoder
artzn,artan
atorfinee,atorfine
cefkill,cefkill
ectacol,cetacol
vonip,conip
cuse,cufse
adixy,adoxy
apbino,albino
banrac,barnac
acilese,aciless
xlingel,clingel
scotiamide,acotiamide
cositra,cositra
coscll,cosclo
bioart,bioart
acnac,acnac
apletro,apletro
adapci,adapic
alvotrak,alvotrak
arab,adrab
amnec,amnex
cosodrik,cosodril
atroard,atrocard
vefixx,cefixx
apixime,alixime
easiclo,aesiclo
biozi,biozi
fypotri,cypotri
cilaxtr,cilaxter
dabfit,dabfit
benip,benil
cecgil,cefgil
bdtapan,betapan
abimox,agimox
mrozol,amrozol
axyllox,axylox
aceclowap,aceclowal
cobamhst,cobamust
buplus,buplus
sulbact,sulbactam
depred,adepred
cedrosun,cefrosun
ciriflo,citiflo
alerzolw,alerzole
clariset,clariset
aotid,amotid
atawks,atawis
cefsor,cefxor
bkonect,bionect
betaesep,betaseep
acrsafe,acarsafe
abvog,abivog
ccantel,cantel
aaicen,azicen
amixyript,amoxyript
cromofrr,cromofer
csbox,cebox
anloday,amloday
bitza,bitaz
sctirax,actirax
apxy,apsy
chorfid,chlorfid
aldezolle,aldezole
camkrofen,camirofen
benitex,benitec
cirfolin,cifrolin
aceregen,acerefen
coptis,coltis
xetwet,cetwet
cuupred,cupred
cofamok,cofamol
aariom,ariom
adzoel,adzole
coxiehal,coxiheal
alotl,altol
camgizen,cambizen
atocop,atoclop
biomsth,biometh
acusid,acuzid
alewor,alewor
alvedlox,alveflox
cafonare,cafonate
atorvaedr,atorvader
cerfony,cefrony
cifimakr,cifimark
adzitn,adzith
ceprim,cepdim
cefbec,cefbect
celemmix,celemix
afutaz,acutaz
chymottech,chymotech
antesveo,antesvel
adparaa,adpara
eepox,ceepox
adpqra,adpara
cypjly,cypjoy
vrohex,crohex
bdokinz,brokinz
clpnax,clonax
beenidip,benidip
bior,bitor
zaifill,azifill
armoyx,armoxy
beerqbo,beerabo
cosntimilk,constimilk
cannesten,canesten
bacteezoa,bactezoa
penciillamine,penicillamine
cefiizk,cefizik
amufku,amuflu
zaithra,azithra
aerosll,aerosol
cllipen,colipen
aldop,aldopam
bripan,briopan
aceapd,acepad
bricawib,bricawin
appatobw,appatoba
cypolob,cypolon
ddicloplus,dicloplus
wmbroxit,ambroxit
catripred,cartipred
dermotrdx,dermotrex
ipril,amipril
bbebreon,bebreon
avudecc,avudec
cociarba,cociarab
axtwm,axtam
cecloson,cecloson
groxylin,broxylin
csoopt,cosopt
wzinate,azinate
cyorexa,cyprexa
bsctospan,bactospan
celglp,celglip
isopropmide,isopropamide
amikanpm,amikanom
cersbe,cerabe
carnimad,carnimac
alfole,altole
bplosr,bplosar
bromovin,bromovin
wlkapot,alkapot
amrwp,amrap
pentixifylline,pentoxifylline
bactpqr,bactpar
vetree,cetree
cadnivolt,candivolt
cyeol,cydol
alidoc,alzidoc
amnes,amnex
anepind,anepine
ayzitor,agzitor
cblorfit,chlorfit
axamoll,axamol
amlockass,amloclass
cadkif,cadkof
ecfcoff,cefcoff
yprexa,cyprexa
lozox,aclozox
cheri,cherit
clamozdn,clamozen
blerqb,blerab
cipenta,cupenta
axcoare,axocare
arotiine,arotine
cypoevet,cypoever
curibeam,cutibeam
coxlan,coxlab
ciprochikk,ciprochik
zvonex,avonex
colz,colzin
amark,admark
annoxxe,annoxe
cetir,cetiriz
efera,cefera
amipxo,amipox
azucas,azuvas
darvix,carvix
axanfhine,axanthine
albinno,albino
colzon,colzin
cubfalm,cubflam
anzfdee,anzfree
tal,atal
aotic,aptic
allfadin,alfadin
atortej,atortek
clpvex,clopvex
alpkd,alpod
celewtone,celestone
accenem,acenem
cozabap,cozabal
aminidrip,aminodrip
biohtrot,biothrot
rbonkonat,bronkonat
abflu,abiflu
nilaford,bilaford
clonez,clomez
citaliift,citalift
cetriikaa,cetrikaa
celyn,acelyn
camgher,camther
amjey,amkey
cecate,cefate
cknci,cinci
caltack,calmtack
bbledmax,bledmax
catvi,carvi
scelopat,acelopat
bevacire,bevacirel
aftax,afitax
benfiva,benfica
azst,azet
croipof,croipod
acnostop,acinostop
brozoe,brozole
wmlotic,amlotic
cpomivon,clomivon
balvidune,balvidine
cefoxuy,cefouxy
citiwense,citisense
acavir,actavir
bnibuz,benibuz
acefpara,acecpara
veetal,beetal
ctalomer,citalomer
avin,avinim
chhymowal,chymowal
ocffact,coffact
biomit,boomit
crisstel,cristel
aeclowal,aceclowal
nonaxil,bonaxil
aapetone,apetone
coldyl,coldryl
xozycof,cozycof
anaamont,anamont
cllprodica,clprodica
cefofrd,cefford
alinta,calinta
cyclopwnt,cyclopent
axnilam,anxilam
aztogolx,aztogold
decaderrm,decaderm
clomisll,clomisol
cxet,coxet
clopicue,clopicure
argipod,agripod
cykq,cyka
donaz,donaz
cilnibeta,cilnibeat
ceruclezn,ceruclean
cadlsoe,cadlose
creso,cresov
avodort,avocort
cefdrid,cefdrix
alzobben,alzoben
aripnem,aripnem
deflazacorr,deflazacort
arthrica,arthricare
levoropa,levodopa
crystcsre,crystcare
albo,albond
levvetiracetam,levetiracetam
anazime,anazine
riclopara,diclopara
azitad,azigad
azicef,agzicef
nortriptline,nortriptyline
betaplan,betaplan
catarsx,catarex
bromifine,bromitine
refine,carefine
aziitack,azitack
wditin,aditin
dinvas,cinvas
azilya,azilay
cruaimol,crusimol
conoza,coniza
cratisonw,cratisone
avicrt,avicet
atsna,atsan
benconide,bencomide
iwin,briwin
bremec,bremec
qptitrust,aptitrust
acelisst,acelist
citalodrp,citalodep
nimet,conimet
celosied,celoside
latanoproet,latanoprost
autotron,autotron
